title,price,location,rooms,size
255 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,"46,000 OMR",", Saham, 935205XX",,255.0
Residential Land for Sale in Muscat Amerat,"4,700 OMR",", Amerat, 998585XX",,150.0
Residential Land for Sale in Buraimi Al Buraimi,"5,500 OMR",", Al Buraimi, 961288XX",,150.0
Residential Land for Sale in Muscat Amerat,"14,000 OMR",", Amerat, 957826XX",,150.0
313 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,"71,000 OMR",", Barka, 977922XX",,313.0
Residential Land for Sale in Al Dakhiliya Sumail,"36,000 OMR",", Sumail, 770553XX",,150.0
Shop for sell (rented) محل مؤجر للبيع,"68,000 OMR",", Azaiba, 929911XX",,34.0
693 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"120,000 OMR",", Amerat, 715560XX",,693.0
Residential Land for Sale in Al Batinah Barka,"38,000 OMR",", Barka, 949903XX",,150.0
300 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"79,000 OMR",", Al Maabilah, 927943XX",,300.0
Residential Land for Sale in Al Sharqiya Bidiya,"3,800 OMR",", Bidiya, 951111XX",,150.0
402 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,"86,000 OMR",", Al Maabilah, 927943XX",,402.0
Residential Land for Sale in Al Batinah Barka,"13,500 OMR",", Barka, 995253XX",,150.0
209 m2 2 Bedrooms Villa for Sale in Al Batinah Barka,"92,000 OMR",", Barka, 977361XX",,209.0
Residential Land for Sale in Al Batinah Barka,"33,000 OMR",", Barka, 977940XX",,150.0
Residential Land for Sale in Al Wustaa Al Duqum,"5,000 OMR",", Al Duqum, 921606XX",,150.0
محل حلاقة للبيع,950 OMR,", Suwaiq, 944861XX",,6.0
Residential Land for Sale in Al Wustaa Al Duqum,"8,000 OMR",", Al Duqum, 921606XX",,150.0
50 m2 1 Bedroom Apartments for Sale in Muscat Al-Hail,"36,000 OMR",", Al-Hail, 954424XX",,50.0
444 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,"153,000 OMR",", Al Khoud, 710933XX",,444.0
احجز الآن مكتبك الفاخر في بناية تجمع بين التصميم العصري والموقع الذهبي في غلا – مرتفعات المطار,"41,000 OMR",", Ghala, 955952XX",,85.0
Residential Land for Sale in Al Batinah Barka,"28,000 OMR",", Barka, 980039XX",,150.0
Residential Land for Sale in Al Batinah Barka,"14,500 OMR",", Barka, 911252XX",,150.0
Commercial Land for Sale in Muscat Ghala,"590,000 OMR",", Ghala, 959988XX",,150.0
Mixed Use Land for Sale in Al Sharqiya Masira,"35,000 OMR",", Masira, 769011XX",,150.0
Farm Land for Sale in Al Batinah Liwa,"13,000 OMR",", Liwa, 994191XX",,150.0
161 m2 3 Bedrooms Apartments for Sale in Muscat Al Mouj,"149,000 OMR",", Al Mouj, 928899XX",,161.0
75 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,"34,000 OMR",", Ghala, 770009XX",,75.0
Residential Land for Sale in Al Dhahirah Ibri,"15,000 OMR",", Ibri, 980333XX",,150.0
مكاتب بمستوى راقي وموقع مميز في مرتفعات المطار - خلف هيئة الوثائق و المحفوظات,"40,000 OMR",", Ghala, 955952XX",,82.0
Commercial Land for Sale in Al Batinah Barka,"83,000 OMR",", Barka, 799998XX",,150.0
Residential Land for Sale in Al Batinah Al Masnaah,"11,000 OMR",", Al Masnaah, 958998XX",,150.0
للبيع مقهى بحاله جيده ( سبب البيع ، عدم التفرغ ),"3,200 OMR",", Manah, 951156XX",,100.0
Residential Land for Sale in Muscat Ghubrah,"17,000 OMR",", Ghubrah, 799998XX",,150.0
2147483647 m2 More than 6 bedrooms Townhouse for Sale in Muscat Amerat,"120,000 OMR",", Amerat, 961108XX",,2147483647.0
Residential Land for Sale in Al Batinah Al Rumais,"19,500 OMR",", Al Rumais, 799998XX",,150.0
230 m2 4 Bedrooms Townhouse for Sale in Muscat Amerat,"50,000 OMR",", Amerat, 992886XX",,230.0
Residential Land for Sale in Al Batinah Sohar,"22,000 OMR",", Sohar, 914530XX",,150.0
Residential Land for Sale in Muscat Al Mawaleh,"60,000 OMR",", Al Mawaleh, 799998XX",,150.0
Residential Land for Sale in Al Wustaa Al Duqum,"13,000 OMR",", Al Duqum, 921606XX",,150.0
73 m2 2 Bedrooms Apartments for Sale in Muscat Amerat,"17,000 OMR",", Amerat, 928020XX",,73.0
230 m2 4 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,"41,000 OMR",", Suwaiq, 923022XX",,230.0
259 m2 3 Bedrooms Villa for Sale in Muscat Amerat,"80,000 OMR",", Amerat, 923236XX",,259.0
Residential Land for Sale in Al Batinah Barka,"11,300 OMR",", Barka, 799998XX",,150.0
مطعم بموقع جغرافي مميز  ( الرستاق - الشبكيه بجانب مكتب المحافظ ) مجهز للبيع بسعر مثالي وقابل للتفاوض,"6,500 OMR",", Rustaq, 992526XX",,24.0
Charming 2+1 Bedroom Farmhouse for Sale in Jebel Sifah,"165,000 OMR",", Al-Sifah, 919595XX",,144.0
محل رياضة للبيع,"5,000 OMR",", Al Khoud, 711634XX",,32.0
Residential Land for Sale in Al Batinah Barka,"14,500 OMR",", Barka, 938003XX",,150.0
Industrial Land for Sale in Al Dakhiliya Bahla,"40,000 OMR",", Bahla, 994391XX",,150.0
Residential Land for Sale in Al Dakhiliya Nizwa,"14,000 OMR",", Nizwa, 953107XX",,150.0
Residential Land for Sale in Al Dakhiliya Bahla,"36,000 OMR",", Bahla, 973380XX",,150.0
لعشاق تملك المحلات التجارية صار فيك تتملك محلك في بوشر مقابل جامع محمد الأمين مباشرة,"30,000 OMR",", Barka, 955999XX",,30.0
100 m2 3 Bedrooms Apartments for Sale in Muscat Al-Bustan,"32,000 OMR",", Al-Bustan, 976262XX",,100.0
Residential Land for Sale in Al Batinah Al Rumais,"33,000 OMR",", Al Rumais, 901020XX",,150.0
واخيرا صار فيك تتملك محلك التجاري في بوشر مقابل جامع محمد الأمين مباشرة مع عبدالعزيز,"18,200 OMR",", Al Khoud, 955999XX",,24.0
Industrial Land for Sale in Muscat Al Maabilah,"1,200 OMR",", Al Maabilah, 954424XX",,150.0
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,"5,600 OMR",", Ja'alan Bani Bu Ali, 921606XX",,150.0
لعشاق الفرص الاستثمارية محلات تجاريه مقابل جامع محمد الأمين مباشرة في بوشر مع عبدالعزيز,"37,000 OMR",", Ghala, 955999XX",,37000.0
Residential Land for Sale in Al Batinah Barka,"14,300 OMR",", Barka, 939364XX",,150.0
Spacious 4-Bedroom Farmhouse for Sale in Jebel Sifah,"300,000 OMR",", Al-Sifah, 919595XX",,226.0
بناية للبيع تجاري سكني موقع ممتاز,"95,000 OMR",", Saham, 992626XX",,600.0
91 m2 2 Bedrooms Apartments for Sale in Muscat Ghubrah,"27,000 OMR",", Ghubrah, 955999XX",,91.0
Residential Land for Sale in Al Batinah Barka,"44,000 OMR",", Barka, 925990XX",,150.0
Residential Land for Sale in Al Batinah Al Masnaah,"8,000 OMR",", Al Masnaah, 994503XX",,150.0
60 m2 1 Bedroom Apartments for Sale in Muscat Muscat Hills,"27,000 OMR",", Muscat Hills, 955999XX",,60.0
280 m2 5 Bedrooms Townhouse for Sale in Muscat Al Mawaleh,"120,000 OMR",", Al Mawaleh, 978866XX",,280.0
230 m2 3 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,"30,000 OMR",", Suwaiq, 946677XX",,230.0
Dللبيع ارض سكنية في السوادي جنوب مقابل شارع العام,"14,300 OMR",", Barka, 977922XX",,150.0
Residential Land for Sale in Al Batinah Barka,"21,000 OMR",", Barka, 939364XX",,150.0
129 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,"95,000 OMR",", Qurm, 931435XX",,129.0
Farm Land for Sale in Al Batinah Al Masnaah,"55,000 OMR",", Al Masnaah, 992510XX",,150.0
Still running restaurant,"4,500 OMR",", Halban, 798420XX",,15.0
250 m2 4 Bedrooms Townhouse for Sale in Al Batinah Other,"40,000 OMR",", Other, 936443XX",,250.0
94 m2 2 Bedrooms Apartments for Sale in Muscat Al-Sifah,"40,950 OMR",", Al-Sifah, 955999XX",,94.0
250 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,"30,000 OMR",", Al Masnaah, 922203XX",,250.0
60 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"26,500 OMR",", Al Khoud, 933322XX",,60.0
358 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Rustaq,"58,000 OMR",", Rustaq, 914543XX",,358.0
60 m2 1 Bedroom Apartments for Sale in Al Dakhiliya Nizwa,"27,000 OMR",", Nizwa, 955999XX",,60.0
Residential Land for Sale in Al Batinah Barka,"32,000 OMR",", Barka, 939364XX",,150.0
315 m2 5 Bedrooms Villa for Sale in Al Batinah Sohar,"68,000 OMR",", Sohar, 997791XX",,315.0
694 m2 5 Bedrooms Villa for Sale in Muscat Al Mawaleh,"290,000 OMR",", Al Mawaleh, 979445XX",,694.0
50 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"27,000 OMR",", Al Khoud, 933322XX",,50.0
Residential Land for Sale in Muscat Amerat,"11,500 OMR",", Amerat, 953065XX",,150.0
Furnished Two-Storey Townhouse with Private Garden for Sale in Jebel Sifah,"80,000 OMR",", Al-Sifah, 919595XX",,72.0
Dللبيع ارض سكنية في السوادي جنوب,"14,300 OMR",", Barka, 977940XX",,150.0
Commercial Land for Sale in Al Batinah Sohar,"950,000 OMR",", Sohar, 969251XX",,150.0
115 m2 3 Bedrooms Apartments for Sale in Muscat Al Khoud,"47,000 OMR",", Al Khoud, 933322XX",,115.0
3 Bedrooms Farms for Sale in Dhofar Mirbat,"85,000 OMR",", Mirbat, 969251XX",,214.0
Residential Land for Sale in Al Batinah Barka,"17,000 OMR",", Barka, 944977XX",,150.0
Dارض سكنيه في  الرميس بسعر 24 الف,"24,000 OMR",", Barka, 977922XX",,150.0
Dفرصة سكنيه في الرميس جنوب بسعر 12800 الف فقط,"12,800 OMR",", Barka, 977922XX",,150.0
Residential Land for Sale in Al Batinah Barka,"19,500 OMR",", Barka, 939364XX",,150.0
391 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,"88,000 OMR",", Barka, 944977XX",,391.0
91 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"40,950 OMR",", Al Mawaleh, 955999XX",,91.0
D ارض سكنيه في  الشخاخيط جنوب بموقع ممتاز جدا,"28,000 OMR",", Barka, 977940XX",,150.0
Dارض سكنيه في الرميس  بسعر ممتاز جداً,"24,000 OMR",", Al Rumais, 977940XX",,150.0
Residential Land for Sale in Al Dakhiliya Nizwa,"8,000 OMR",", Nizwa, 985424XX",,150.0
Dارض سكنيه في الشخاخيط جنوب  مناسبه للاستثمار,"29,000 OMR",", Barka, 977940XX",,150.0
Commercial Land for Sale in Muscat Ruwi,"210,000 OMR",", Ruwi, 799998XX",,150.0
Residential Land for Sale in Muscat Amerat,"8,000 OMR",", Amerat, 959988XX",,150.0
Two-Storey Townhouse with Private Garden for Sale in Jebel Sifah,"75,000 OMR",", Al-Sifah, 919595XX",,77.0
Exclusive 2+1 Bedroom Apartment with Stunning  View شقة 2+1 غرف بإطلالة رائعة في جبل سيفة,"100,000 OMR",", Al-Sifah, 919595XX",,121.0
Residential Land for Sale in Dhofar Taqah,"13,000 OMR",", Taqah, 958808XX",,150.0
D ارض سكنيه في الهرم جنوب  مناسبه للاستثمار,"23,000 OMR",", Barka, 977940XX",,150.0
Freehold luxury apartment for sale in Muscat Hills. PRICE INCLUDING ALL FEES. DIRECTLY FROM OWNER,"80,000 OMR",", Muscat Hills, 919506XX",,100.0
"Furnished Villa 2 Bed, Hawana Salalah   فيلا غرفتين مع حديقة، هوانا صلالة","140,000 OMR",", Salala, 919595XX",,122.0
Commercial Land for Sale in Muscat Al Mawaleh,"3,300,000 OMR",", Al Mawaleh, 911891XX",,150.0
"New Zaha 4+1 Bedrooms Villa for Sale, Muscat Bay  فيلا 4+1 غرف للبيع، خليج مسقط","410,000 OMR",", Qantab, 919595XX",,351.0
Fully Furnished 1-Bedroom Apartment for Sale in Jebel Sifah  شقة بغرفة واحدة للبيع في جبل سيفة,"58,000 OMR",", Al-Sifah, 919595XX",,64.0
D ارض سكنيه في السلاحة جنوب بمساحة واسعه مناسبه للاستثمار,"25,000 OMR",", Barka, 977940XX",,150.0
Residential Land for Sale in Al Dhahirah Ibri,"15,500 OMR",", Ibri, 922093XX",,150.0
D ارض سكنيه في السلاحة  جنوب بمساحة واسعه,637 OMR,", Barka, 977940XX",,150.0
Farm Land for Sale in Al Dhahirah Ibri,"45,000 OMR",", Ibri, 925092XX",,150.0
محل حلاقه متكامل للبيع مع السجل التجاري والنشاط مع 3 حلاقين هنود,"4,700 OMR",", Nizwa, 992508XX",,90.0
433 m2 More than 6 bedrooms Townhouse for Sale in Muscat Amerat,"82,000 OMR",", Amerat, 998585XX",,433.0
Residential Land for Sale in Al Batinah Barka,"15,500 OMR",", Barka, 965260XX",,150.0
Residential Land for Sale in Muscat Al Maabilah,"65,000 OMR",", Al Maabilah, 799998XX",,150.0
Residential Land for Sale in Muscat Al-Hail,"100,000 OMR",", Al-Hail, 972862XX",,150.0
100 m2 1 Bedroom Apartments for Sale in Dhofar Salala,"221,522 OMR",", Salala, 765501XX",,100.0
126 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"29,500 OMR",", Bosher, 768880XX",,126.0
Residential Land for Sale in Muscat Al Maabilah,"27,500 OMR",", Al Maabilah, 987778XX",,150.0
Residential Land for Sale in Al Batinah Barka,"27,500 OMR",", Barka, 944111XX",,150.0
Residential Land for Sale in Al Batinah Barka,"25,000 OMR",", Barka, 959988XX",,150.0
Residential Land for Sale in Muscat Ansab,"75,000 OMR",", Ansab, 957144XX",,150.0
Residential Land for Sale in Muscat Amerat,"13,800 OMR",", Amerat, 927115XX",,150.0
284 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al 'Awabi,"55,000 OMR",", Al 'Awabi, 773370XX",,284.0
Commercial Land for Sale in Al Sharqiya Ibra,"250,000 OMR",", Ibra, 958886XX",,150.0
Commercial Land for Sale in Al Sharqiya Sinaw,"17,000 OMR",", Sinaw, 995244XX",,150.0
340 m2 5 Bedrooms Villa for Sale in Al Dakhiliya Nizwa,"74,000 OMR",", Nizwa, 977177XX",,340.0
105 m2 1 Bedroom Apartments for Sale in Muscat Muscat Hills,"88,000 OMR",", Muscat Hills, 799919XX",,105.0
Building for Sale in Muscat Seeb,"44,000 OMR",", Seeb, 962210XX",,104.0
Residential Land for Sale in Al Batinah Sohar,"21,500 OMR",", Sohar, 969990XX",,150.0
Residential Land for Sale in Muscat Bosher,"130,000 OMR",", Bosher, 969990XX",,150.0
"Modern apartment for sale right in the heart of Muscat hills!.. 2 bhk, 106 m2","83,000 OMR",", Muscat Hills, 960021XX",,106.0
House for sale,"48,000 OMR",", Al Khaboura, 982454XX",,640.0
390 m2 5 Bedrooms Villa for Sale in Muscat Bosher,"110,000 OMR",", Bosher, 919113XX",,390.0
Residential Land for Sale in Al Dakhiliya Izki,"6,500 OMR",", Izki, 982844XX",,150.0
Farm Land for Sale in Al Batinah Barka,"14,400 OMR",", Barka, 913577XX",,150.0
Residential Land for Sale in Muscat Amerat,"43,000 OMR",", Amerat, 944755XX",,150.0
Building for Sale in Muscat Ghubrah,"200,000 OMR",", Ghubrah, 919113XX",,1103.0
Commercial Land for Sale in Al Batinah Al Masnaah,"25,000 OMR",", Al Masnaah, 949028XX",,150.0
Residential Land for Sale in Al Batinah Barka,"10,800 OMR",", Barka, 963777XX",,150.0
Mixed Use Land for Sale in Al Sharqiya Sur,"550,000 OMR",", Sur, 919113XX",,150.0
483 m2 More than 6 bedrooms Townhouse for Sale in Muscat Amerat,"98,000 OMR",", Amerat, 998033XX",,483.0
Room or flat for rent,"1,250 OMR",", Muttrah, 912432XX",,60.0
267 m2 4 Bedrooms Villa for Sale in Muscat Al Mawaleh,"95,000 OMR",", Al Mawaleh, 919113XX",,267.0
380 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khuwair,"100,000 OMR",", Al Khuwair, 919113XX",,380.0
Warehouses for Sale مخازن معروضة للبيع (Price Negotiable) (السعر قابل للتفاوض ),"97,000 OMR",", Rusail, 926843XX",,290.0
295 m2 4 Bedrooms Villa for Sale in Muscat Ghubrah,"175,000 OMR",", Ghubrah, 710933XX",,295.0
Residential Land for Sale in Dhofar Salala,"45,000 OMR",", Salala, 929177XX",,150.0
73 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"34,500 OMR",", Bosher, 933322XX",,73.0
Residential Land for Sale in Muscat Al Khuwair,"65,000 OMR",", Al Khuwair, 959988XX",,150.0
Residential Land for Sale in Al Sharqiya Ibra,"3,600 OMR",", Ibra, 946446XX",,150.0
Residential Land for Sale in Muscat Seeb,"45,000 OMR",", Seeb, 965260XX",,150.0
Residential Land for Sale in Al Batinah Barka,"20,000 OMR",", Barka, 959988XX",,150.0
67 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"26,000 OMR",", Bosher, 933322XX",,67.0
Residential Land for Sale in Al Batinah Al Rumais,"19,000 OMR",", Al Rumais, 799998XX",,150.0
151 m2 4 Bedrooms Apartments for Sale in Dhofar Salala,"32,000 OMR",", Salala, 929177XX",,151.0
Residential Land for Sale in Muscat Amerat,"8,000 OMR",", Amerat, 997445XX",,150.0
بشكل عاجل جدا للبيع او الاستثمار او الشراكة محل عصائر جديد جاهز لم يفتح من قبل في موقع حيوي وممتاز,"3,000 OMR",", Al Maabilah, 945918XX",,20.0
Residential Land for Sale in Dhofar Salala,"9,800 OMR",", Salala, 929177XX",,150.0
91 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"26,000 OMR",", Al Maabilah, 928068XX",,91.0
Industrial Land for Sale in Muscat Bosher,"250,000 OMR",", Bosher, 959988XX",,150.0
Residential Land for Sale in Muscat Amerat,"23,000 OMR",", Amerat, 959988XX",,150.0
92 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,"40,000 OMR",", Ghala, 938800XX",,92.0
محل شوي وببع الأسماك,"5,000 OMR",", Al Mawaleh, 971606XX",,19.0
Residential Land for Sale in Muscat Amerat,"38,000 OMR",", Amerat, 981106XX",,150.0
Commercial Land for Sale in Muscat Al Maabilah,"145,000 OMR",", Al Maabilah, 954424XX",,150.0
Residential Land for Sale in Muscat Al Khoud,"85,000 OMR",", Al Khoud, 906950XX",,150.0
Residential Land for Sale in Al Batinah Sohar,"22,600 OMR",", Sohar, 980377XX",,150.0
2 Bedrooms Farms for Sale in Al Batinah Sohar,"65,000 OMR",", Sohar, 772250XX",,150.0
Residential Land for Sale in Al Sharqiya Ibra,"4,000 OMR",", Ibra, 912394XX",,150.0
Building for Sale in Al Dakhiliya Nizwa,"130,000 OMR",", Nizwa, 948991XX",,476.0
Residential Land for Sale in Dhofar Taqah,"13,500 OMR",", Taqah, 996722XX",,150.0
106 m2 2 Bedrooms Townhouse for Sale in Al Batinah Sohar,"24,000 OMR",", Sohar, 977763XX",,106.0
Mixed Use Land for Sale in Al Dakhiliya Other,"190,000 OMR",", Other, 994725XX",,150.0
Residential Land for Sale in Muscat Al Khoud,"110,000 OMR",", Al Khoud, 959988XX",,150.0
Residential Land for Sale in Muscat Misfah,"37,000 OMR",", Misfah, 959988XX",,150.0
Commercial Land for Sale in Muscat Al Khuwair,"370,000 OMR",", Al Khuwair, 985449XX",,150.0
Residential Land for Sale in Muscat Bosher,"122,000 OMR",", Bosher, 985449XX",,150.0
Residential Land for Sale in Muscat Al Khoud,"130,000 OMR",", Al Khoud, 959988XX",,150.0
محل للبيع غسيل جاف و سريع,"2,000 OMR",", Izki, 928715XX",,20.0
Residential Land for Sale in Dhofar Salala,"15,000 OMR",", Salala, 963505XX",,150.0
Residential Land for Sale in Dhofar Salala,"10,800 OMR",", Salala, 963505XX",,150.0
508 m2 More than 6 bedrooms Villa for Sale in Muscat Ansab,"250,000 OMR",", Ansab, 985449XX",,508.0
سجل تجاري مع المحلات والعمال,"5,500 OMR",", Sohar, 929661XX",,600.0
400 m2 More than 6 bedrooms Villa for Sale in Al Batinah Sohar,"110,000 OMR",", Sohar, 992222XX",,400.0
Residential Land for Sale in Al Wustaa Mahut,"5,000 OMR",", Mahut, 998466XX",,150.0
Residential Land for Sale in Muscat Amerat,"200,000 OMR",", Amerat, 985582XX",,150.0
56 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"20,000 OMR",", Bosher, 944594XX",,56.0
355 m2 5 Bedrooms Townhouse for Sale in Al Batinah Barka,"67,500 OMR",", Barka, 996344XX",,355.0
RESTAURANT SALE GOOD LOCATION,"14,000 OMR",", Al Maabilah, 991270XX",,135.0
Commercial Land for Sale in Al Batinah Sohar,"9,900 OMR",", Sohar, 951551XX",,150.0
Residential Land for Sale in Al Batinah Barka,"18,000 OMR",", Barka, 911891XX",,150.0
Farm Land for Sale in Al Batinah Barka,"2,100,000 OMR",", Barka, 911891XX",,150.0
Residential Land for Sale in Muscat Al Maabilah,"54,000 OMR",", Al Maabilah, 911891XX",,150.0
70 m2 1 Bedroom Apartments for Sale in Muscat Ansab,"35,000 OMR",", Ansab, 959848XX",,70.0
معدات مطعم للبيع,"4,500 OMR",", Izki, 771929XX",,150.0
3 Bedrooms Farms for Sale in Al Sharqiya Bidiya,"48,000 OMR",", Bidiya, 955336XX",,600.0
546 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,"99,000 OMR",", Amerat, 710000XX",,546.0
Industrial Land for Sale in Al Dhahirah Yunqul,"60,000 OMR",", Yunqul, 924144XX",,150.0
Residential Land for Sale in Muscat Amerat,"52,000 OMR",", Amerat, 951790XX",,150.0
400 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,"129,000 OMR",", Al Khoud, 710000XX",,400.0
Residential Land for Sale in Muscat Halban,"46,500 OMR",", Halban, 770618XX",,150.0
Residential Land for Sale in Muscat Amerat,"5,900 OMR",", Amerat, 993603XX",,150.0
Residential Land for Sale in Muscat Amerat,"5,900 OMR",", Amerat, 993603XX",,150.0
Residential Land for Sale in Muscat Amerat,"4,200 OMR",", Amerat, 993603XX",,150.0
65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",,65.0
Residential Land for Sale in Al Dakhiliya Izki,"18,000 OMR",", Izki, 954060XX",,150.0
Industrial Land for Sale in Al Sharqiya Sur,"7,200 OMR",", Sur, 970448XX",,150.0
65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",,65.0
70 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"26,500 OMR",", Al Khoud, 955952XX",,70.0
282 m2 4 Bedrooms Townhouse for Sale in Al Batinah Liwa,"75,000 OMR",", Liwa, 921483XX",,282.0
70 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"26,500 OMR",", Al Khoud, 955952XX",,70.0
Residential Land for Sale in Muscat Amerat,"18,000 OMR",", Amerat, 924667XX",,150.0
مركز تسوق للبيع,"8,000 OMR",", Nizwa, 985854XX",,180.0
Residential Land for Sale in Muscat Al Khoud,"75,000 OMR",", Al Khoud, 965855XX",,150.0
Residential Land for Sale in Al Batinah Barka,"19,500 OMR",", Barka, 993603XX",,150.0
200 m2 3 Bedrooms Townhouse for Sale in Al Dhahirah Ibri,"34,000 OMR",", Ibri, 955800XX",,200.0
500 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"15,000 OMR",", Al Khoud, 717167XX",,500.0
Residential Land for Sale in Dhofar Taqah,"13,800 OMR",", Taqah, 988205XX",,150.0
Residential Land for Sale in Muscat Halban,"16,500 OMR",", Halban, 944111XX",,150.0
Residential Land for Sale in Dhofar Salala,"32,000 OMR",", Salala, 988205XX",,150.0
Commercial Land for Sale in Al Dakhiliya Manah,"33,000 OMR",", Manah, 977795XX",,150.0
Residential Land for Sale in Dhofar Salala,"6,400 OMR",", Salala, 988205XX",,150.0
Commercial Land for Sale in Muscat Al Khoud,"760,000 OMR",", Al Khoud, 958816XX",,150.0
Residential Land for Sale in Muscat Ansab,"31,000 OMR",", Ansab, 799998XX",,150.0
Residential Land for Sale in Al Batinah Al Masnaah,"12,500 OMR",", Al Masnaah, 944111XX",,150.0
150 m2 3 Bedrooms Townhouse for Sale in Muscat Wadi Al Kabir,"21,000 OMR",", Wadi Al Kabir, 920967XX",,150.0
Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 944111XX",,150.0
3 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,"39,000 OMR",", Al Masnaah, 912363XX",,150.0
Farm Land for Sale in Al Batinah Suwaiq,"85,000 OMR",", Suwaiq, 958816XX",,150.0
Commercial Land for Sale in Al Sharqiya Ibra,"17,000 OMR",", Ibra, 988822XX",,150.0
Residential Land for Sale in Muscat Ansab,"44,500 OMR",", Ansab, 944111XX",,150.0
Residential Land for Sale in Al Batinah Saham,"10,500 OMR",", Saham, 923874XX",,150.0
Residential Land for Sale in Muscat Amerat,"14,500 OMR",", Amerat, 985424XX",,150.0
3 Bedrooms Farms for Sale in Al Sharqiya Ja'alan Bani Bu Ali,"34,000 OMR",", Ja'alan Bani Bu Ali, 929099XX",,200.0
Residential Land for Sale in Muscat Al Maabilah,"17,000 OMR",", Al Maabilah, 944111XX",,150.0
Residential Land for Sale in Al Batinah Barka,"7,000 OMR",", Barka, 997772XX",,150.0
Residential Land for Sale in Muscat Seeb,"26,500 OMR",", Seeb, 944111XX",,150.0
Residential Land for Sale in Muscat Manumah,"18,500 OMR",", Manumah, 944111XX",,150.0
Residential Land for Sale in Al Batinah Barka,"13,500 OMR",", Barka, 925810XX",,150.0
Residential Land for Sale in Al Batinah Barka,"70,000 OMR",", Barka, 954430XX",,150.0
Residential Land for Sale in Al Batinah Liwa,"12,000 OMR",", Liwa, 927790XX",,150.0
Residential Land for Sale in Muscat Al Khoud,"86,000 OMR",", Al Khoud, 957720XX",,150.0
380 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"110,000 OMR",", Al Khoud, 910900XX",,380.0
140 m2 3 Bedrooms Townhouse for Sale in Al Batinah Sohar,"33,000 OMR",", Sohar, 989855XX",,140.0
Residential Land for Sale in Muscat Al Maabilah,"28,000 OMR",", Al Maabilah, 944111XX",,150.0
Residential Land for Sale in Al Batinah Nakhl,"12,000 OMR",", Nakhl, 950383XX",,150.0
350 m2 5 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"115,000 OMR",", Al Maabilah, 944594XX",,350.0
Residential Land for Sale in Al Sharqiya Al Mudaibi,"7,800 OMR",", Al Mudaibi, 995244XX",,150.0
Residential Land for Sale in Al Batinah Barka,"14,900 OMR",", Barka, 944111XX",,150.0
Residential Land for Sale in Al Batinah Rustaq,"4,500 OMR",", Rustaq, 911822XX",,150.0
Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 944111XX",,150.0
Residential Land for Sale in Al Batinah Saham,"6,800 OMR",", Saham, 923256XX",,150.0
Ground floor apartment for sale in Salalah Hawana‎ شقه ارضيه راقيه للبيع في صلاله منتجع هوانا,"85,000 OMR",", Salala, 962292XX",,100.0
Residential Land for Sale in Al Dhahirah Ibri,"5,000 OMR",", Ibri, 922241XX",,150.0
Residential Land for Sale in Al Batinah Saham,"111,000 OMR",", Saham, 923256XX",,150.0
Residential Land for Sale in Al Sharqiya Ibra,"35,000 OMR",", Ibra, 998728XX",,150.0
Residential Land for Sale in Al Batinah Saham,"1,650 OMR",", Saham, 923256XX",,150.0
402 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"80,000 OMR",", Amerat, 962292XX",,402.0
