title,price,location,rooms,size
Villa,140000,"Al Hail, Muscat",4.0,911.0
Villa,65000,"Al Seeb, Muscat",4.0,284.0
Apartment,17000,"Salalah, Dhofar",1.0,50.0
Residential Land,15000,"Suwaiq, Al Batinah",,611.0
Villa,71000,"Al Maabilah, Muscat",5.0,360.0
Residential Land,5500,"Al Qabil, Al Sharqiya",,1.0
Villa,49000,"Barka, Al Batinah",3.0,237.0
Villa,45000,"Barka, Al Batinah",4.0,313.0
Villa,170000,"Al Khuwair, Muscat",6.0,376.0
Villa,50000,"Shinas, Al Batinah",5.0,270.0
Residential Land,110,"Al Maabilah, Muscat",,400.0
Villa,130000,"Al Khuwair, Muscat",7.0,440.0
Villa,90000,"Misfah, Muscat",5.0,312.0
Residential Land,60000,"Al Maabilah, Muscat",,600.0
Villa,95000,"Al Khuwair, Muscat",5.0,336.0
Apartment,1111111,"The Wave (Almouj), Muscat",1.0,10.0
Residential Land,200000,"Al Masn'a, Al Batinah",,27.0
Residential Land,20000,"Barka, Al Batinah",,600.0
Residential Land,9800,"Al Duqum, Al Wusta",,600.0
Residential Land,9800,"Al Duqum, Al Wusta",,600.0
Residential Land,25500,"Al Rusayl, Muscat",,324.0
Villa,130000,"Ansab, Muscat",11.0,450.0
Residential Land,8500,"Al Khaboura, Al Batinah",,627.0
Residential Land,3500,"Suwaiq, Al Batinah",,640.0
Apartment,129000,"The Wave (Almouj), Muscat",2.0,130.0
Villa,26000,"Al Amarat, Muscat",4.0,315.0
Chalet,59000,"Barka, Al Batinah",2.0,633.0
Residential Land,9000,"Masira, Al Sharqiya",,600.0
Residential Land,22222,"Saham, Al Batinah",,650.0
Residential Land,7500,"Suwaiq, Al Batinah",,1.0
Villa,93000,"Al Maabilah, Muscat",5.0,365.0
Residential Land,18000,"Al Amarat, Muscat",,600.0
Residential Land,60000,"Al Maabilah, Muscat",,600.0
Residential Land,70000,"Sur, Al Sharqiya",,900.0
Residential Land,95000,"Qurayyat, Muscat",,10.0
Residential Land,14000,"Sumail, Al Dakhiliya",,750.0
Residential Land,115000,"Al Maabilah, Muscat",,400.0
Residential Land,37000,"Al Masn'a, Al Batinah",,1.0
Residential Land,46000,"Al Amarat, Muscat",,612.0
Apartment,9000,"Al Seeb, Muscat",1.0,48.0
Residential Land,23000,"Al Amarat, Muscat",,600.0
Apartment,22000,"Al Maabilah, Muscat",3.0,94.0
Apartment,82000,"Salalah, Dhofar",2.0,81.0
Apartment,24000,"Al Duqum, Al Wusta",1.0,40.0
Residential Land,93000,"Al Rusayl, Muscat",,95.0
Residential Land,1600,"Al Mazyona, Dhofar",,1.0
Residential Land,95000,"Al Rusayl, Muscat",,1.0
Villa,52000,"Barka, Al Batinah",4.0,254.0
Apartment,31599,"Ansab, Muscat",3.0,91.0
Residential Land,11500,"Sumail, Al Dakhiliya",,600.0
Apartment,47500,"Bosher, Muscat",2.0,123.0
Residential Land,14300,"Barka, Al Batinah",,600.0
Residential Land,100,"Al Amarat, Muscat",,600.0
Apartment,35000,"Al Maabilah, Muscat",3.0,118.0
Residential Land,6600,"Bahla, Al Dakhiliya",,719.0
Residential Land,7200,"Bahla, Al Dakhiliya",,668.0
Villa,54000,"Barka, Al Batinah",5.0,327.0
Villa,45000,"Barka, Al Batinah",4.0,600.0
Villa,90000,"Al Amarat, Muscat",5.0,520.0
Apartment,215000,"The Wave (Almouj), Muscat",2.0,157.0
Residential Land,6000,"Saham, Al Batinah",,705.0
Residential Land,11500,"Sumail, Al Dakhiliya",,600.0
Residential Land,50000,"Hamra, Al Dakhiliya",,600.0
Villa,140000,"Al Mawaleh, Muscat",7.0,10.0
Residential Land,28000,"Al Masn'a, Al Batinah",,1.0
Apartment,110000,"The Wave (Almouj), Muscat",2.0,130.0
Residential Land,450000,"Al Seeb, Muscat",,1.0
Residential Land,44000,"Al Seeb, Muscat",,600.0
Residential Land,9200,"Al Buraimi, Al Buraimi",,767.0
Residential Land,12200,"Al Buraimi, Al Buraimi",,851.0
Residential Land,10900,"Sohar, Al Batinah",,1.0
Residential Land,6000,"Ibra, Al Sharqiya",,600.0
Residential Land,100,"Barka, Al Batinah",,1.0
Residential Land,4500,"Ibri, Al Dhahirah",,630.0
Residential Land,6600,"Nizwa, Al Dakhiliya",,662.0
Residential Land,9000,"Bidbid, Al Dakhiliya",,643.0
Residential Land,10000,"Al Amarat, Muscat",,600.0
Villa,355000,"The Wave (Almouj), Muscat",4.0,465.0
Residential Land,13500,"Sohar, Al Batinah",,600.0
Residential Land,53000,"Al Maabilah, Muscat",,615.0
Residential Land,30000,"Ja'alan Bani Bu Ali, Al Sharqiya",,200.0
Residential Land,30000,"Salalah, Dhofar",,600.0
Villa,145000,"Al Mawaleh, Muscat",5.0,601.0
Residential Land,35000,"Al Amarat, Muscat",,400.0
Residential Land,60000,"Bosher, Muscat",,600.0
Residential Land,6500,"Sur, Al Sharqiya",,600.0
Residential Land,60000,"Adam, Al Dakhiliya",,1.0
Residential Land,14000,"Barka, Al Batinah",,611.0
Apartment,45000,"Al Amarat, Muscat",2.0,108.0
Villa,460000,"The Wave (Almouj), Muscat",6.0,600.0
Villa,70000,"Al Amarat, Muscat",3.0,600.0
Residential Land,62000,"Barka, Al Batinah",,1.0
Villa,25000,"Al Mudaibi, Al Sharqiya",3.0,250.0
Apartment,60000,"Bosher, Muscat",2.0,105.0
Apartment,95000,"The Wave (Almouj), Muscat",1.0,88.0
Apartment,30000,"Al Maabilah, Muscat",2.0,104.0
Residential Land,121000,"Bosher, Muscat",,1.0
Villa,60000,"Ruwi, Muscat",6.0,219.0
Villa,52000,"Barka, Al Batinah",4.0,254.0
Residential Land,73000,"Qurayyat, Muscat",,1.0
Apartment,26500,"Al Seeb, Muscat",2.0,86.0
Apartment,45000,"Al Ghubrah, Muscat",2.0,110.0
Residential Land,25000,"Sumail, Al Dakhiliya",,600.0
Residential Land,67000,"Al Seeb, Muscat",,673.0
Residential Land,150000,"Qurayyat, Muscat",,1.0
Residential Land,17900,"Al Amarat, Muscat",,627.0
Residential Land,20000,"Ibri, Al Dhahirah",,799.0
Residential Land,130000,"Al Maabilah, Muscat",,1.0
Villa,69000,"Al Mawaleh, Muscat",4.0,300.0
Residential Land,75000,"Al Khoud, Muscat",,500.0
Villa,88500,"Al Seeb, Muscat",4.0,287.0
Apartment,38000,"Al Khoud, Muscat",2.0,89.0
Residential Land,13000,"Saham, Al Batinah",,634.0
Villa,110000,"Muscat - Other, Muscat",8.0,272.0
Residential Land,430000,"Qurayyat, Muscat",,8.0
Residential Land,5000,"Nizwa, Al Dakhiliya",,660.0
Residential Land,98000,"Al Khoud, Muscat",,600.0
Residential Land,4200,"Al Rustaq, Al Batinah",,628.0
Residential Land,28000,"Al Jazur, Al Wusta",,600.0
Residential Land,90000,"Bosher, Muscat",,600.0
Apartment,56000,"Madinat As Sultan Qaboos, Muscat",1.0,100.0
Residential Land,23500,"Qurayyat, Muscat",,606.0
Residential Land,35000,"Al Amarat, Muscat",,600.0
Residential Land,6000,"Al Khaboura, Al Batinah",,634.0
Apartment,16000,"Al Amarat, Muscat",3.0,149.0
Residential Land,25000,"Wadi Al Ma'awal, Al Batinah",,507.0
Residential Land,50000,"Barka, Al Batinah",,1.0
Residential Land,20000,"Sumail, Al Dakhiliya",,600.0
Residential Land,15000,"Al Amarat, Muscat",,667.0
Residential Land,220000,"Darsait, Muscat",,600.0
Residential Land,24500,"Barka, Al Batinah",,602.0
Residential Land,11000,"Saham, Al Batinah",,660.0
Residential Land,786,"Al Khuwair, Muscat",,786.0
Villa,1000000,"The Wave (Almouj), Muscat",4.0,600.0
Residential Land,135000,"Muscat - Other, Muscat",,7.0
Residential Land,15000,"Al Amarat, Muscat",,642.0
Residential Land,22000,"Barka, Al Batinah",,600.0
Apartment,45000,"Qurum, Muscat",1.0,75.0
Residential Land,500,"Al Khoud, Muscat",,5.0
Residential Land,90000,"Barka, Al Batinah",,994.0
Residential Land,18500,"Barka, Al Batinah",,687.0
Residential Land,195000,"Barka, Al Batinah",,15.0
Residential Land,320000,"Misfah, Muscat",,6.0
Residential Land,400000,"Suwaiq, Al Batinah",,41.0
Residential Land,28000,"Barka, Al Batinah",,765.0
Residential Land,40000,"Al Mudaibi, Al Sharqiya",,414.0
Residential Land,100,"Al Seeb, Muscat",,100.0
Residential Land,23000,"Hamra, Al Dakhiliya",,648.0
Residential Land,6500,"Ibri, Al Dhahirah",,840.0
Villa,75000,"Al Seeb, Muscat",3.0,221.0
Residential Land,59000,"Nizwa, Al Dakhiliya",,531.0
Residential Land,6500,"Ibri, Al Dhahirah",,700.0
Villa,1000,"Haima, Al Wusta",4.0,1.0
Apartment,600,"Mahut, Al Wusta",1.0,10.0
Residential Land,5800,"Nizwa, Al Dakhiliya",,600.0
Villa,491410,"Yiti, Muscat",4.0,384.0
Residential Land,7000,"Al Amarat, Muscat",,645.0
واخيراً أقوى سوق تجاري في السلطنة تملك محلك التجاري مع محمد الرواحي بدون فوائد واقساط 30 شهر,"29,406 OMR",", Seeb, 771110XX",,30.0
For sale at Muscat hills 2 bedrooms apartment 135Sqm ready to move for life time Oman residency,"97,000 OMR",", Muscat Hills, 982521XX",,135.0
32 m2 Studio Apartments for Sale in Muscat Halban,"7,800 OMR",", Halban, 943336XX",,32.0
Residential Land for Sale in Muscat Quriyat,"12,000 OMR",", Quriyat, 726131XX",,150.0
Residential Land for Sale in Muscat Amerat,"46,000 OMR",", Amerat, 970008XX",,150.0
تملك محلك على اول خط شارع السلطان قابوس في أكبر سوق تجاري فؤ عمان بدون فوائد,"29,406 OMR",", Bosher, 771110XX",,30.0
Residential Land for Sale in Muscat Amerat,"2,600 OMR",", Amerat, 970008XX",,150.0
مكتب للبيع شبه جاهز في موقع حيوي وارقى التشطيبات و المميزات  وعائد شهري مضمون,"31,000 OMR",", Ghala, 977542XX",,63.0
60 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"27,000 OMR",", Bosher, 955999XX",,60.0
Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 969666XX",,150.0
Residential Land for Sale in Muscat Amerat,"27,000 OMR",", Amerat, 970008XX",,150.0
محلات تجارية ف منطقة حيوية جدا,"25,000 OMR",", Al Khoud, 938800XX",,31.0
Residential Land for Sale in Muscat Amerat,"8,500 OMR",", Amerat, 970008XX",,150.0
Residential Land for Sale in Muscat Amerat,"11,110 OMR",", Amerat, 929015XX",,150.0
60 m2 1 Bedroom Apartments for Sale in Muscat Ghala,"26,000 OMR",", Ghala, 770009XX",,60.0
300 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"146,000 OMR",", Bosher, 773473XX",,300.0
بالاقساط علي 9 سنوات تملك محلك في أول مول في مسقط هيلز بدون فوائد!!!,"39,750 OMR",", Muscat Hills, 773473XX",,15.0
59 m2 1 Bedroom Apartments for Sale in Muscat Azaiba,"29,500 OMR",", Azaiba, 773473XX",,59.0
فرصة استثمارية مكاتب ومحلات باقساط ممدده لمدة 10 سنوات وبموقع مميز في قلب بوشر!!!!,"22,500 OMR",", Bosher, 773473XX",,50.0
Residential Land for Sale in Muscat Amerat,"8,200 OMR",", Amerat, 948889XX",,150.0
272 m2 4 Bedrooms Villa for Sale in Dhofar Salala,"72,000 OMR",", Salala, 717099XX",,272.0
Residential Land for Sale in Muscat Amerat,"98,000 OMR",", Amerat, 944423XX",,150.0
Building for Sale in Muscat Ghala,"950,000 OMR",", Ghala, 924618XX",,2200.0
عرض مميز للبيع مكتب طابق ارضي نظام بزنس سنتر مؤجر ومقسم ل تسعة مكاتب في غلا,"140,000 OMR",", Ghala, 924618XX",,190.0
67 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"33,000 OMR",", Bosher, 955952XX",,67.0
65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",,65.0
67 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"26,500 OMR",", Al Khoud, 955952XX",,67.0
Residential Land for Sale in Al Batinah Barka,"17,800 OMR",", Barka, 964041XX",,150.0
Luxury 2bedroom apartment for sale in Muscat hills,"85,000 OMR",", Muscat Hills, 786427XX",,130.0
65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",,65.0
60 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"17,500 OMR",", Al Maabilah, 933322XX",,60.0
192 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,"44,000 OMR",", Barka, 961213XX",,192.0
واجهة عملك تبدأ بمكتب فاخر في مشروع العُلا الواقع في غلا - مرتفعات المطار,"31,000 OMR",", Ghala, 955952XX",,63.0
660 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"25,000 OMR",", Bosher, 727272XX",,660.0
114 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,"51,000 OMR",", Bosher, 955952XX",,114.0
300 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,"65,000 OMR",", Al Maabilah, 919111XX",,300.0
مکاتب تجاریة ا استثمار ذهبي ا تقسیط ا موج مسقط,"2,100,000 OMR",", Al Mouj, 939918XX",,1128.0
محل للتاجير في موقع الذهبي في بوشر على الشارع دوحة الادب جاهز بمساحة كبيره جاهز للشغل فيه,"1,300 OMR",", Bosher, 722298XX",,150.0
محل مميز للبيع في بوشر مقابل عمان مول - على بعد خطوات من جامع محمد الأمين و مجمع بوشر الرياضي,"49,000 OMR",", Bosher, 955952XX",,49.0
Residential Land for Sale in Al Batinah Barka,"23,800 OMR",", Barka, 964041XX",,150.0
58 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"29,000 OMR",", Bosher, 955952XX",,58.0
Residential Land for Sale in Muscat Amerat,"35,000 OMR",", Amerat, 995505XX",,150.0
Residential Land for Sale in Al Batinah Barka,"5,900 OMR",", Barka, 926866XX",,150.0
113 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,"41,000 OMR",", Al Khoud, 991119XX",,113.0
250 m2 5 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"87,000 OMR",", Al Maabilah, 949990XX",,250.0
Residential Land for Sale in Muscat Amerat,"7,400 OMR",", Amerat, 995786XX",,150.0
122 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"39,500 OMR",", Al Maabilah, 969317XX",,122.0
Residential Land for Sale in Muscat Amerat,"25,000 OMR",", Amerat, 988969XX",,150.0
122 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"39,500 OMR",", Al Maabilah, 915716XX",,122.0
112 m2 3 Bedrooms Apartments for Sale in Muscat Ghubrah,"50,000 OMR",", Ghubrah, 980242XX",,112.0
51 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"27,000 OMR",", Al Khoud, 980242XX",,51.0
أنا المالك للبيع مكتب غير مؤجر في غلا جنب فندق سنتارا مساحه 245 متر بسعر مميز,"125,000 OMR",", Ghala, 924618XX",,245.0
62 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"27,000 OMR",", Bosher, 998915XX",,62.0
96 m2 2 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"33,500 OMR",", Al Mawaleh, 727272XX",,96.0
امتلك محلك الآن في موقع حيوي – قيد الإنشاء في قلب المعبيلة,"52,000 OMR",", Al Maabilah, 933322XX",,36.0
115 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"40,500 OMR",", Al Mawaleh, 727272XX",,115.0
مكاتب قيد الإنشاء مع تسهيلات دفع – مثالية للاستثمار في المعبيلة,"25,000 OMR",", Al Maabilah, 933322XX",,71.0
152 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,"120,000 OMR",", Bosher, 966664XX",,152.0
51 m2 1 Bedroom Apartments for Sale in Dhofar Salala,"16,000 OMR",", Salala, 929177XX",,51.0
Residential Land for Sale in Al Batinah Al Masnaah,"4,100 OMR",", Al Masnaah, 993407XX",,150.0
Residential Land for Sale in Muscat Amerat,"92,000 OMR",", Amerat, 977987XX",,150.0
Residential Land for Sale in Al Batinah Suwaiq,"12,000 OMR",", Suwaiq, 915666XX",,150.0
Residential Land for Sale in Al Batinah Suwaiq,"12,000 OMR",", Suwaiq, 915666XX",,150.0
Residential Land for Sale in Muscat Amerat,"10,500 OMR",", Amerat, 985666XX",,150.0
Residential Land for Sale in Dhofar Salala,"30,000 OMR",", Salala, 921022XX",,150.0
Residential Land for Sale in Muscat Amerat,"11,700 OMR",", Amerat, 977987XX",,150.0
101 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"47,000 OMR",", Al Mawaleh, 919111XX",,101.0
463 m2 5 Bedrooms Villa for Sale in Buraimi Al Buraimi,"75,000 OMR",", Al Buraimi, 925619XX",,463.0
Residential Land for Sale in Dhofar Salala,"37,000 OMR",", Salala, 990887XX",,150.0
252 m2 4 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,"47,000 OMR",", Suwaiq, 966665XX",,252.0
Commercial Land for Sale in Al Batinah Suwaiq,"15,000 OMR",", Suwaiq, 984848XX",,150.0
farm land for land in masnaah near barka batinah,"99,000 OMR",", Al Masnaah, 993583XX",,150.0
Residential Land for Sale in Muscat Amerat,"1,000,000 OMR",", Amerat, 911195XX",,150.0
Residential Land for Sale in Muscat Amerat,"52,000 OMR",", Amerat, 911195XX",,150.0
Farm Land for Sale in Al Batinah Suwaiq,"15,500 OMR",", Suwaiq, 923895XX",,150.0
71 m2 3 Bedrooms Apartments for Sale in Dhofar Salala,"23,000 OMR",", Salala, 955550XX",,71.0
223 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,"36,000 OMR",", Saham, 711272XX",,223.0
Farm Land for Sale in Al Batinah Sohar,"35,000 OMR",", Sohar, 941557XX",,150.0
Residential Land for Sale in Muscat Amerat,"4,000 OMR",", Amerat, 929015XX",,150.0
Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 933883XX",,150.0
Commercial Land for Sale in Muscat Amerat,"26,000 OMR",", Amerat, 911195XX",,150.0
Farm Land for Sale in Muscat Bosher,"19,000 OMR",", Bosher, 911195XX",,150.0
مقهى كرك فاخر للبيع في بركاء,"5,500 OMR",", Barka, 977222XX",,60.0
Residential Land for Sale in Muscat Amerat,"33,000 OMR",", Amerat, 911195XX",,150.0
Farm Land for Sale in Muscat Amerat,"82,000 OMR",", Amerat, 911195XX",,150.0
Commercial Land for Sale in Muscat Al Maabilah,"200,000 OMR",", Al Maabilah, 911195XX",,150.0
Residential Land for Sale in Muscat Amerat,"8,000 OMR",", Amerat, 911195XX",,150.0
Residential Land for Sale in Muscat Amerat,"38,000 OMR",", Amerat, 911195XX",,150.0
Residential Land for Sale in Muscat Amerat,"2,600 OMR",", Amerat, 911195XX",,150.0
90 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,"17,500 OMR",", Salala, 784888XX",,90.0
123 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,"32,000 OMR",", Al Maabilah, 940700XX",,123.0
270 m2 5 Bedrooms Townhouse for Sale in Al Batinah Saham,"55,000 OMR",", Saham, 986844XX",,270.0
Residential Land for Sale in Muscat Bosher,"115,000 OMR",", Bosher, 977987XX",,150.0
Freehold Brand New 4-Bedroom Townhouse for Sale in Muscat Hills,"260,000 OMR",", Muscat Hills, 786427XX",,309.0
"1-Bedroom Apartment with Stunning Ocean Views – The Great Escape Building, AIDA","75,000 OMR",", Yiti, 944477XX",,72.0
Twin villa for sale Al ghubra opposite Royal hospital,"189,000 OMR",", Ghubrah, 928219XX",,500.0
Farm Land for Sale in Dhofar Thumrait,"230,000 OMR",", Thumrait, 925418XX",,150.0
Residential Land for Sale in Muscat Amerat,"11,300 OMR",", Amerat, 985666XX",,150.0
Residential Land for Sale in Al Dakhiliya Izki,"15,000 OMR",", Izki, 992429XX",,150.0
Residential Land for Sale in Muscat Amerat,"29,500 OMR",", Amerat, 985666XX",,150.0
Residential Land for Sale in Al Batinah Al Masnaah,"2,850 OMR",", Al Masnaah, 949377XX",,150.0
Residential Land for Sale in Al Batinah Barka,"14,300 OMR",", Barka, 922111XX",,150.0
Farm Land for Sale in Al Dakhiliya Nizwa,"100,000 OMR",", Nizwa, 991117XX",,150.0
Residential Land for Sale in Muscat Amerat,"8,500 OMR",", Amerat, 985666XX",,150.0
310 m2 4 Bedrooms Villa for Sale in Al Dakhiliya Bahla,"49,000 OMR",", Bahla, 771350XX",,310.0
Residential Land for Sale in Muscat Amerat,"18,900 OMR",", Amerat, 985666XX",,150.0
For sale in MQ Duplex That Offers the Perfect Blend of Location and Luxury with installments,"62,000 OMR",", Madinat As Sultan Qaboos, 915716XX",,114.0
114 m2 2 Bedrooms Apartments for Sale in Muscat Madinat As Sultan Qaboos,"62,000 OMR",", Madinat As Sultan Qaboos, 915716XX",,114.0
"For sale flat 2BHK in the most classy area in  MQ opposite of salam square,next to oasis mall in","47,500 OMR",", Madinat As Sultan Qaboos, 915716XX",,80.0
64 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"21,500 OMR",", Al Maabilah, 915716XX",,64.0
58 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"18,000 OMR",", Al Maabilah, 915716XX",,58.0
61 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"20,000 OMR",", Al Maabilah, 915716XX",,61.0
118 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,"63,000 OMR",", Qurm, 915716XX",,118.0
247 m2 4 Bedrooms Villa for Sale in Muscat Bosher,"105,000 OMR",", Bosher, 969317XX",,247.0
Residential Land for Sale in Al Dakhiliya Nizwa,"45,000 OMR",", Nizwa, 711115XX",,150.0
361 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,"88,000 OMR",", Amerat, 992093XX",,361.0
Building for Sale in Al Dakhiliya Nizwa,"79,000 OMR",", Nizwa, 957720XX",,553.0
Residential Land for Sale in Muscat Amerat,"14,800 OMR",", Amerat, 995786XX",,150.0
Residential Land for Sale in Muscat Amerat,"6,700 OMR",", Amerat, 995786XX",,150.0
55 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"19,900 OMR",", Al Khoud, 985308XX",,55.0
Residential Land for Sale in Muscat Amerat,"55,000 OMR",", Amerat, 995505XX",,150.0
370 m2 5 Bedrooms Villa for Sale in Muscat Al-Hail,"151,000 OMR",", Al-Hail, 956652XX",,370.0
Industrial Land for Multiple Uses أرض صناعية متعددة الاستخدامات للبيع – فرصة استثمارية ذهبية,"100,000 OMR",", Sohar, 921701XX",,150.0
Residential Land for Sale in Al Batinah Al Masnaah,"15,000 OMR",", Al Masnaah, 970897XX",,150.0
Residential Land for Sale in Muscat Amerat,"11,400 OMR",", Amerat, 995786XX",,150.0
Residential Land for Sale in Al Batinah Barka,"25,500 OMR",", Barka, 944488XX",,150.0
Residential Land for Sale in Muscat Amerat,"13,900 OMR",", Amerat, 995786XX",,150.0
Residential Land for Sale in Al Batinah Barka,"9,700 OMR",", Barka, 969666XX",,150.0
386 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"135,000 OMR",", Al Maabilah, 926643XX",,386.0
Residential Land for Sale in Al Batinah Barka,"22,500 OMR",", Barka, 964041XX",,150.0
396 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,"143,000 OMR",", Al Khoud, 774469XX",,396.0
345 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"70,000 OMR",", Al Maabilah, 715110XX",,345.0
128 m2 3 Bedrooms Apartments for Sale in Muscat Al Khuwair,"50,000 OMR",", Al Khuwair, Call",,128.0
149 m2 5 Bedrooms Townhouse for Sale in Muscat Muttrah,"17,000 OMR",", Muttrah, 959599XX",,149.0
Building for Sale in Muscat Al Maabilah,"330,000 OMR",", Al Maabilah, 944488XX",,1150.0
Industrial Land for Sale in Muscat Rusail,"80,000 OMR",", Rusail, 990123XX",,150.0
Residential Land for Sale in Al Sharqiya Other,Chat,", Other, 929015XX",,150.0
62 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"19,000 OMR",", Al Maabilah, 933322XX",,62.0
127 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,"52,000 OMR",", Bosher, 992144XX",,127.0
معارض للبيع في العامرات السادسة,"41,000 OMR",", Amerat, 992144XX",,126.0
Commercial Land for Sale in Muscat Madinat As Sultan Qaboos,"455,000 OMR",", Madinat As Sultan Qaboos, 915716XX",,150.0
498 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"230,000 OMR",", Al Khoud, 915716XX",,498.0
80 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,"47,500 OMR",", Qurm, 915716XX",,80.0
For sale in a classy area in MQ 2 BHK flat opposite of salam square with 30 months installment,"47,500 OMR",", Madinat As Sultan Qaboos, 915716XX",,80.0
Commercial Land for Sale in Muscat Madinat As Sultan Qaboos,"890,000 OMR",", Madinat As Sultan Qaboos, 915716XX",,150.0
62 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"20,500 OMR",", Al Maabilah, 915716XX",,62.0
241 m2 4 Bedrooms Apartments for Sale in Muscat Bosher,"115,000 OMR",", Bosher, 915716XX",,241.0
125 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,"65,000 OMR",", Al Khuwair, 915716XX",,125.0
محل للبيع في المعبيله 5/2 فقط  دقائق من مسقط مول في منطقه تجاريه ممتازه بالاقساط المرنه علي 36 شهر,"20,000 OMR",", Al Maabilah, 915716XX",,25.0
374 m2 4 Bedrooms Villa for Sale in Muscat Qurm,"149,000 OMR",", Qurm, 915716XX",,374.0
399 m2 4 Bedrooms Villa for Sale in Muscat Qurm,"160,000 OMR",", Qurm, 915716XX",,399.0
For Sale Luxury 2 Bedroom 135 sqm Apartment in Muscat Hills – Freehold for All Nationalities,"99,000 OMR",", Muscat Hills, 915716XX",,135.0
Residential Land for Sale in Muscat Amerat,"7,900 OMR",", Amerat, 995786XX",,150.0
Residential Land for Sale in Muscat Amerat,"9,900 OMR",", Amerat, 995786XX",,150.0
Residential Land for Sale in Muscat Amerat,"13,900 OMR",", Amerat, 995786XX",,150.0
336 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,"95,000 OMR",", Al Maabilah, 963090XX",,336.0
Fairway Villas - For The Love of Golf,"394,000 OMR",", Yiti, 944477XX",,316.0
64 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,000 OMR",", Al Khoud, 933322XX",,64.0
102 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"49,000 OMR",", Bosher, 978679XX",,102.0
72 m2 Studio Apartments for Sale in Muscat Al Mouj,"79,000 OMR",", Al Mouj, 939918XX",,72.0
Residential Land for Sale in Muscat Amerat,"8,500 OMR",", Amerat, 995786XX",,150.0
416 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,"67,000 OMR",", Amerat, 917458XX",,416.0
Residential Land for Sale in Muscat Amerat,"6,500 OMR",", Amerat, 995786XX",,150.0
92 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"43,000 OMR",", Al Mawaleh, 964439XX",,92.0
Residential Land for Sale in Muscat Bosher,"48,000 OMR",", Bosher, 949999XX",,150.0
Residential Land for Sale in Muscat Amerat,"5,800 OMR",", Amerat, 995786XX",,150.0
455 m2 5 Bedrooms Villa for Sale in Muscat Al Mouj,"573,300 OMR",", Al Mouj, 939918XX",,455.0
Residential Land for Sale in Muscat Amerat,"7,900 OMR",", Amerat, 995786XX",,150.0
112 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"39,200 OMR",", Al Mawaleh, 992226XX",,112.0
"Brand-New 5-Bedroom Villa for Sale in Al Muna, Bosher, Muscat, Oman– OMR 250,000","250,000 OMR",", Bosher, 786427XX",,495.0
