title,price,location,rooms,size
Residential Land,"170,000","Ibra, Al Sharqiya",not available,"75,000 Sq. M."
Villa,"900,000","Al Hail, Muscat",3,"1,000 Sq. M."
Apartment,"30,000","Bosher, Muscat",1,57 Sq. M.
Residential Land,"11,000","Ibri, Al Dhahirah",not available,"1,820 Sq. M."
Apartment,"68,000","Bosher, Muscat",3,165 Sq. M.
Villa,"45,500","Al Khaboura, Al Batinah",3,235 Sq. M.
Residential Land,"180,000","Al Mawaleh, Muscat",not available,900 Sq. M.
Apartment,"54,000","Azaiba, Muscat",2,101 Sq. M.
Apartment,"56,500","Al Maabilah, Muscat",1,50 Sq. M.
Apartment,"300,000","Muscat - Other, Muscat",3,100 Sq. M.
Villa,"111,700","Sultan Haitham City, Muscat",3,194 Sq. M.
Apartment,"50,000","Sultan Haitham City, Muscat",1,75 Sq. M.
Apartment,"220,000","Qantab, Muscat",2,199 Sq. M.
Villa,"140,000","Al Mawaleh, Muscat",6,600 Sq. M.
Apartment,"298,000","Qantab, Muscat",3,355 Sq. M.
Villa,"224,000","Muscat Hills, Muscat",3,280 Sq. M.
Villa,"583,890","Qantab, Muscat",4,422 Sq. M.
Residential Land,"200,000","Misfah, Muscat",not available,"1,820 Sq. M."
Villa,"90,000","Al Khoud, Muscat",5,293 Sq. M.
Apartment,"45,500","Salalah, Dhofar",not available,38 Sq. M.
Villa,"666,000","The Wave (Almouj), Muscat",7,524 Sq. M.
Residential Land,"50,000","Ibra, Al Sharqiya",not available,"2,500 Sq. M."
Apartment,"60,486","Bosher, Muscat",2,114 Sq. M.
Apartment,"60,995","Bosher, Muscat",2,100 Sq. M.
Apartment,"89,255","Yiti, Muscat",1,58 Sq. M.
Residential Land,"180,000","Al Seeb, Muscat",not available,"1,629 Sq. M."
Apartment,"139,000","The Wave (Almouj), Muscat",1,118 Sq. M.
Apartment,"470,486","The Wave (Almouj), Muscat",2,203 Sq. M.
Residential Land,"70,000","Ruwi, Muscat",not available,531 Sq. M.
Apartment,"57,000","Al Hail, Muscat",2,165 Sq. M.
Residential Land,"355,000","Al Maabilah, Muscat",not available,"1,500 Sq. M."
Apartment,"117,000","Al Sifah, Muscat",2,124 Sq. M.
Apartment,"135,000","Al Sifah, Muscat",3,157 Sq. M.
Apartment,"48,100","Sultan Haitham City, Muscat",1,74 Sq. M.
Apartment,"133,000","The Wave (Almouj), Muscat",1,83 Sq. M.
Villa,"60,000","Dima and Al Taaiyin, Al Sharqiya",4,"1,887 Sq. M."
Apartment,"38,000","Sultan Haitham City, Muscat",1,52 Sq. M.
Residential Land,"2,300","Ibri, Al Dhahirah",not available,600 Sq. M.
Apartment,"846,945","The Wave (Almouj), Muscat",4,383 Sq. M.
Apartment,"88,289","Yiti, Muscat",1,66 Sq. M.
Apartment,"72,100","Salalah, Dhofar",1,78 Sq. M.
Villa,"427,400","Qantab, Muscat",4,422 Sq. M.
Residential Land,"11,500","Saham, Al Batinah",not available,"1,800 Sq. M."
Apartment,"20,000","Salalah, Dhofar",2,83 Sq. M.
Villa,"27,000","Al Masn'a, Al Batinah",4,195 Sq. M.
Apartment,"144,000","The Wave (Almouj), Muscat",2,125 Sq. M.
Apartment,"318,173","The Wave (Almouj), Muscat",1,140 Sq. M.
Villa,"149,000","Al Mawaleh, Muscat",5,601 Sq. M.
Villa,"75,000","Salalah, Dhofar",1,77 Sq. M.
Villa,"65,000","Salalah, Dhofar",1,78 Sq. M.
Villa,"70,000","Salalah, Dhofar",1,78 Sq. M.
Apartment,"47,000","Salalah, Dhofar",1,64 Sq. M.
Villa,"45,000","Al Amarat, Muscat",3,600 Sq. M.
Apartment,"35,500","Bosher, Muscat",1,79 Sq. M.
Apartment,"599,600","Muscat - Other, Muscat",3,262 Sq. M.
Villa,"80,000","Al Amarat, Muscat",6,450 Sq. M.
Apartment,"90,018","Yiti, Muscat",2,93 Sq. M.
Apartment,"50,000","Salalah, Dhofar",1,40 Sq. M.
Apartment,"55,070","Sultan Haitham City, Muscat",2,114 Sq. M.
Apartment,"49,020","Sultan Haitham City, Muscat",1,72 Sq. M.
Apartment,"77,250","Salalah, Dhofar",1,76 Sq. M.
Apartment,"144,900","The Wave (Almouj), Muscat",2,119 Sq. M.
Apartment,"70,000","Madinat As Sultan Qaboos, Muscat",2,132 Sq. M.
Villa,"68,000","Al Seeb, Muscat",4,260 Sq. M.
Apartment,"74,000","Yiti, Muscat",1,83 Sq. M.
Apartment,"50,070","Sultan Haitham City, Muscat",1,67 Sq. M.
Residential Land,"5,000","Ibri, Al Dhahirah",not available,600 Sq. M.
Residential Land,"75,000","Bosher, Muscat",not available,600 Sq. M.
Residential Land,"22,000","Al Masn'a, Al Batinah",not available,"4,000 Sq. M."
Apartment,"145,000","The Wave (Almouj), Muscat",2,127 Sq. M.
Villa,"214,500","Al Maabilah, Muscat",4,411 Sq. M.
Residential Land,"5,300","Al Amarat, Muscat",not available,645 Sq. M.
Villa,"125,000","Al Khoud, Muscat",9,400 Sq. M.
Apartment,"450,000","The Wave (Almouj), Muscat",2,185 Sq. M.
Apartment,"31,750","Bosher, Muscat",1,67 Sq. M.
Villa,"49,000","Al Maabilah, Muscat",3,176 Sq. M.
Apartment,"37,000","Al Maabilah, Muscat",2,140 Sq. M.
Villa,"25,000","Saham, Al Batinah",6,250 Sq. M.
Residential Land,"22,500","Al Amarat, Muscat",not available,450 Sq. M.
Apartment,"38,500","Al Mawaleh, Muscat",2,101 Sq. M.
Apartment,"41,414","Sultan Haitham City, Muscat",not available,52 Sq. M.
Apartment,"69,815","Sultan Haitham City, Muscat",2,98 Sq. M.
Residential Land,"2,150","Shinas, Al Batinah",not available,630 Sq. M.
Villa,"1,406,000","Muscat - Other, Muscat",6,907 Sq. M.
Apartment,"85,000","Muscat Hills, Muscat",2,106 Sq. M.
Residential Land,"5,000","Saham, Al Batinah",not available,662 Sq. M.
Residential Land,"27,000","Salalah, Dhofar",not available,646 Sq. M.
Residential Land,"12,000","Al Rustaq, Al Batinah",not available,600 Sq. M.
Villa,"140,000","Al Khoud, Muscat",5,330 Sq. M.
Apartment,"40,000","Al Maabilah, Muscat",3,120 Sq. M.
Apartment,"28,000","Al Maabilah, Muscat",3,123 Sq. M.
Apartment,"495,000","The Wave (Almouj), Muscat",4,325 Sq. M.
Villa,"490,000","The Wave (Almouj), Muscat",5,519 Sq. M.
Residential Land,"7,500","Al Masn'a, Al Batinah",not available,529 Sq. M.
Apartment,"19,000","Al Maabilah, Muscat",2,100 Sq. M.
Apartment,"55,000","Salalah, Dhofar",not available,33 Sq. M.
Residential Land,"7,000","Al Amarat, Muscat",not available,600 Sq. M.
Residential Land,"13,000","Barka, Al Batinah",not available,600 Sq. M.
Residential Land,"35,000","Al Seeb, Muscat",not available,600 Sq. M.
Chalet,"181,000","Al Sifah, Muscat",2,144 Sq. M.
Residential Land,"10,000","Saham, Al Batinah",not available,"1,200 Sq. M."
Residential Land,"4,000","Ibri, Al Dhahirah",not available,640 Sq. M.
Residential Land,"70,000","Bidbid, Al Dakhiliya",not available,"2,000 Sq. M."
Villa,"201,300","Al Maabilah, Muscat",3,395 Sq. M.
Residential Land,"65,000","Al Rustaq, Al Batinah",not available,960 Sq. M.
Villa,"175,000","Al Maabilah, Muscat",4,333 Sq. M.
Villa,"175,000","Al Maabilah, Muscat",4,333 Sq. M.
Residential Land,"49,000","Suwaiq, Al Batinah",not available,"1,819 Sq. M."
Residential Land,"3,500","Thumrait, Dhofar",not available,600 Sq. M.
Villa,"80,000","Al Khoud, Muscat",6,300 Sq. M.
Villa,"295,000","The Wave (Almouj), Muscat",3,269 Sq. M.
Apartment,"74,500","Yiti, Muscat",1,59 Sq. M.
Residential Land,"35,000","Barka, Al Batinah",not available,600 Sq. M.
Residential Land,"25,000","Barka, Al Batinah",not available,600 Sq. M.
Residential Land,"750,000","Al Maabilah, Muscat",not available,"2,500 Sq. M."
Villa,"49,000","Al Maabilah, Muscat",3,176 Sq. M.
Apartment,"29,000","Bosher, Muscat",1,67 Sq. M.
Apartment,"73,470","Sultan Haitham City, Muscat",2,109 Sq. M.
Residential Land,"75,000","Barka, Al Batinah",not available,"1,000 Sq. M."
Apartment,"55,000","Qurum, Muscat",3,94 Sq. M.
Apartment,"100,000","Al Khuwair, Muscat",2,"1,500 Sq. M."
Residential Land,"11,000","Al Masn'a, Al Batinah",not available,"1,202 Sq. M."
Residential Land,"3,300","Suwaiq, Al Batinah",not available,648 Sq. M.
Apartment,"22,000","Barka, Al Batinah",2,107 Sq. M.
Apartment,"14,000","Nizwa, Al Dakhiliya",3,102 Sq. M.
Residential Land,"11,000","Nizwa, Al Dakhiliya",not available,600 Sq. M.
Residential Land,"23,500","Nizwa, Al Dakhiliya",not available,690 Sq. M.
Apartment,"47,000","Salalah, Dhofar",not available,38 Sq. M.
Villa,"483,997","The Wave (Almouj), Muscat",4,314 Sq. M.
Villa,"575,000","The Wave (Almouj), Muscat",5,549 Sq. M.
Villa,"483,997","The Wave (Almouj), Muscat",4,314 Sq. M.
Residential Land,"13,000","Barka, Al Batinah",not available,324 Sq. M.
Apartment,"95,790","The Wave (Almouj), Muscat",1,108 Sq. M.
Apartment,"95,790","The Wave (Almouj), Muscat",1,107 Sq. M.
Villa,"85,000","Al Amarat, Muscat",7,440 Sq. M.
Residential Land,"6,500","Al Masn'a, Al Batinah",not available,609 Sq. M.
Residential Land,"6,500","Al Masn'a, Al Batinah",not available,609 Sq. M.
Apartment,"20,000","Misfah, Muscat",1,56 Sq. M.
Residential Land,"810,000","Azaiba, Muscat",not available,"2,700 Sq. M."
Villa,"43,000","Al Masn'a, Al Batinah",5,230 Sq. M.
Residential Land,"100,000","Misfah, Muscat",not available,400 Sq. M.
Villa,"57,000","Al Amarat, Muscat",3,211 Sq. M.
Villa,"40,000","Ibra, Al Sharqiya",3,200 Sq. M.
Residential Land,"23,000","Barka, Al Batinah",not available,602 Sq. M.
Residential Land,820,"Al Bustan, Muscat",not available,"11,453 Sq. M."
Apartment,"184,350","Yiti, Muscat",1,96 Sq. M.
Apartment,"80,495","Bosher, Muscat",3,137 Sq. M.
Villa,"65,000","Salalah, Dhofar",1,78 Sq. M.
Apartment,"72,000","Al Sifah, Muscat",1,54 Sq. M.
Apartment,"26,000","Al Maabilah, Muscat",2,"11,475 Sq. M."
Residential Land,"44,000","Barka, Al Batinah",not available,431 Sq. M.
Villa,"76,500","Al Amarat, Muscat",4,600 Sq. M.
Residential Land,"4,000,000","Madinat As Sultan Qaboos, Muscat",not available,"19,111 Sq. M."
Villa,"84,000","Al Khoud, Muscat",8,344 Sq. M.
Villa,"445,000","The Wave (Almouj), Muscat",4,314 Sq. M.
Villa,"55,000","Barka, Al Batinah",4,300 Sq. M.
Villa,"110,000","Al Hail, Muscat",6,623 Sq. M.
Residential Land,"15,000","Barka, Al Batinah",not available,740 Sq. M.
Villa,"680,000","Al Ghubrah, Muscat",7,663 Sq. M.
Villa,"379,496","Muscat Hills, Muscat",3,356 Sq. M.
Villa,"95,000","Al Mawaleh, Muscat",4,300 Sq. M.
Villa,"570,000","The Wave (Almouj), Muscat",5,840 Sq. M.
Villa,"55,000","Al Maabilah, Muscat",2,531 Sq. M.
Apartment,"50,070","Sultan Haitham City, Muscat",1,67 Sq. M.
Villa,"1,480,000","The Wave (Almouj), Muscat",5,"1,020 Sq. M."
Apartment,"25,500","Al Maabilah, Muscat",2,100 Sq. M.
Villa,"4,200,000","The Wave (Almouj), Muscat",6,"1,845 Sq. M."
Apartment,"48,957","Sultan Haitham City, Muscat",1,71 Sq. M.
Villa,"4,200,000","The Wave (Almouj), Muscat",6,"1,845 Sq. M."
Apartment,"132,870","The Wave (Almouj), Muscat",2,135 Sq. M.
Residential Land,"42,000","Suwaiq, Al Batinah",not available,"3,747 Sq. M."
Villa,"250,000","Ansab, Muscat",6,640 Sq. M.
Apartment,"150,000","The Wave (Almouj), Muscat",2,119 Sq. M.
Villa,"300,000","Bosher, Muscat",5,665 Sq. M.
Apartment,"50,000","Salalah, Dhofar",not available,38 Sq. M.
Apartment,"455,015","Al Maabilah, Muscat",5,987 Sq. M.
Apartment,"88,000","The Wave (Almouj), Muscat",1,88 Sq. M.
Residential Land,"21,900","Barka, Al Batinah",not available,600 Sq. M.
Residential Land,"10,200","Al Amarat, Muscat",not available,600 Sq. M.
Apartment,"41,995","Bosher, Muscat",1,69 Sq. M.
Villa,"305,000","The Wave (Almouj), Muscat",3,247 Sq. M.
Apartment,"43,000","Salalah, Dhofar",not available,38 Sq. M.
Apartment,"185,000","The Wave (Almouj), Muscat",3,192 Sq. M.
Apartment,"24,000","Al Maabilah, Muscat",2,92 Sq. M.
Villa,"430,000","Yiti, Muscat",4,288 Sq. M.
Residential Land,"58,000","Bosher, Muscat",not available,300 Sq. M.
Apartment,"49,000","Al Hail, Muscat",2,109 Sq. M.
Apartment,"144,000","Salalah, Dhofar",3,195 Sq. M.
Apartment,"95,000","Al Sifah, Muscat",2,124 Sq. M.
Apartment,"90,000","Al Sifah, Muscat",2,124 Sq. M.
Villa,"140,000","Salalah, Dhofar",2,122 Sq. M.
Apartment,"45,000","Darsait, Muscat",2,147 Sq. M.
Apartment,"97,000","The Wave (Almouj), Muscat",1,86 Sq. M.
Apartment,"64,000","Muscat Hills, Muscat",1,93 Sq. M.
Apartment,"47,000","Salalah, Dhofar",1,65 Sq. M.
Apartment,"80,000","The Wave (Almouj), Muscat",1,64 Sq. M.
Villa,"299,999","The Wave (Almouj), Muscat",4,276 Sq. M.
Villa,"41,000","Al Maabilah, Muscat",3,175 Sq. M.
Villa,"1,427,000","The Wave (Almouj), Muscat",5,"1,001 Sq. M."
Residential Land,"13,300","Al Amarat, Muscat",not available,600 Sq. M.
Apartment,"31,500","Al Maabilah, Muscat",3,126 Sq. M.
Villa,"110,000","Salalah, Dhofar",6,527 Sq. M.
Residential Land,"10,900","Barka, Al Batinah",not available,708 Sq. M.
Apartment,"104,970","Sultan Haitham City, Muscat",3,154 Sq. M.
Residential Land,"12,000","Barka, Al Batinah",not available,600 Sq. M.
Villa,"27,000","Masira, Al Sharqiya",2,600 Sq. M.
Apartment,"98,000","Muscat Hills, Muscat",2,107 Sq. M.
Villa,"130,000","Al Seeb, Muscat",3,330 Sq. M.
Residential Land,"62,000","Al Amarat, Muscat",not available,452 Sq. M.
Apartment,"150,000","The Wave (Almouj), Muscat",2,165 Sq. M.
Villa,"210,000","Muscat Hills, Muscat",4,400 Sq. M.
Villa,"310,000","Muscat Hills, Muscat",4,450 Sq. M.
Apartment,"210,000","The Wave (Almouj), Muscat",2,145 Sq. M.
Apartment,"55,000","Salalah, Dhofar",1,96 Sq. M.
Residential Land,"89,000","Al Masn'a, Al Batinah",not available,619 Sq. M.
Apartment,"127,500","The Wave (Almouj), Muscat",1,110 Sq. M.
Apartment,"47,000","Bosher, Muscat",1,70 Sq. M.
Apartment,"122,540","Yiti, Muscat",1,66 Sq. M.
Villa,"330,750","Qantab, Muscat",3,495 Sq. M.
Residential Land,"82,000","Al Amarat, Muscat",not available,"7,048 Sq. M."
Residential Land,"14,900","Al Seeb, Muscat",not available,300 Sq. M.
Villa,"192,000","Bosher, Muscat",6,420 Sq. M.
Residential Land,"150,000","Barka, Al Batinah",not available,"3,000 Sq. M."
Apartment,"31,000","Al Maabilah, Muscat",3,126 Sq. M.
Villa,"84,000","Sohar, Al Batinah",6,346 Sq. M.
Apartment,"67,000","Muscat Hills, Muscat",1,74 Sq. M.
Apartment,"52,000","Ghala, Muscat",2,96 Sq. M.
Villa,"46,000","Al Qabil, Al Sharqiya",3,600 Sq. M.
Residential Land,"6,500","Sumail, Al Dakhiliya",not available,600 Sq. M.
Apartment,"136,267","Yiti, Muscat",2,93 Sq. M.
Apartment,"127,000","The Wave (Almouj), Muscat",1,93 Sq. M.
Villa,"64,000","Salalah, Dhofar",1,78 Sq. M.
Villa,"116,500","Sultan Haitham City, Muscat",3,147 Sq. M.
Apartment,"105,000","The Wave (Almouj), Muscat",1,99 Sq. M.
Apartment,"66,950","Salalah, Dhofar",1,78 Sq. M.
Apartment,"65,000","Al Sifah, Muscat",1,63 Sq. M.
Apartment,"41,000","Qurum, Muscat",1,65 Sq. M.
Apartment,"188,000","The Wave (Almouj), Muscat",2,138 Sq. M.
Villa,"175,000","Al Seeb, Muscat",4,333 Sq. M.
Apartment,"220,000","The Wave (Almouj), Muscat",2,145 Sq. M.
Villa,"320,000","Al Sifah, Muscat",4,"1,000 Sq. M."
Villa,"1,480,000","The Wave (Almouj), Muscat",5,"1,020 Sq. M."
Residential Land,"10,000","Barka, Al Batinah",not available,600 Sq. M.
Residential Land,"5,000","Al Amarat, Muscat",not available,600 Sq. M.
Apartment,"93,000","The Wave (Almouj), Muscat",1,90 Sq. M.
Residential Land,"13,000","Nizwa, Al Dakhiliya",not available,"1,248 Sq. M."
Residential Land,"235,000","Bosher, Muscat",not available,"1,500 Sq. M."
Residential Land,"105,000","Al Mawaleh, Muscat",not available,689 Sq. M.
Apartment,"48,957","Sultan Haitham City, Muscat",not available,71 Sq. M.
Villa,"79,000","Al Maabilah, Muscat",3,600 Sq. M.
Villa,"135,000","Al Khoud, Muscat",7,484 Sq. M.
Villa,"629,000","The Wave (Almouj), Muscat",5,676 Sq. M.
Villa,"605,000","The Wave (Almouj), Muscat",5,722 Sq. M.
Residential Land,"6,800","Al Amarat, Muscat",not available,600 Sq. M.
Villa,"54,000","Barka, Al Batinah",5,304 Sq. M.
Apartment,"110,640","Al Maabilah, Muscat",3,196 Sq. M.
Residential Land,"9,500","Qurayyat, Muscat",not available,786 Sq. M.
Apartment,"21,500","Al Maabilah, Muscat",2,84 Sq. M.
Villa,"85,000","Salalah, Dhofar",1,78 Sq. M.
Residential Land,"79,000","Bosher, Muscat",not available,500 Sq. M.
Apartment,"105,000","The Wave (Almouj), Muscat",1,99 Sq. M.
Apartment,"48,600","Sultan Haitham City, Muscat",1,67 Sq. M.
Villa,"110,000","Qurum, Muscat",6,209 Sq. M.
Villa,"85,000","Al Maabilah, Muscat",4,311 Sq. M.
Residential Land,"37,000","Barka, Al Batinah",not available,"1,200 Sq. M."
Apartment,"21,500","Al Maabilah, Muscat",2,84 Sq. M.
Villa,"320,000","Yiti, Muscat",3,357 Sq. M.
Villa,"1,400,000","Al Sifah, Muscat",5,650 Sq. M.
Apartment,"52,000","Ghala, Muscat",2,100 Sq. M.
Residential Land,"79,000","Al Rusayl, Muscat",not available,"1,583 Sq. M."
Apartment,"105,000","Bosher, Muscat",3,242 Sq. M.
Apartment,"100,000","Al Sifah, Muscat",2,121 Sq. M.
Apartment,"73,000","Al Sifah, Muscat",2,120 Sq. M.
Apartment,"220,000","The Wave (Almouj), Muscat",2,145 Sq. M.
Residential Land,"4,300","Al Mudaibi, Al Sharqiya",not available,600 Sq. M.
Apartment,"135,000","Yiti, Muscat",2,93 Sq. M.
Apartment,"220,000","The Wave (Almouj), Muscat",2,145 Sq. M.
Villa,"517,000","The Wave (Almouj), Muscat",5,540 Sq. M.
Residential Land,"290,000","Qurum, Muscat",not available,"1,000 Sq. M."
Chalet,"139,000","Barka, Al Batinah",4,"6,200 Sq. M."
Apartment,"55,319","Sohar, Al Batinah",2,116 Sq. M.
Villa,"105,000","Al Ghubrah, Muscat",4,386 Sq. M.
Apartment,"62,008","Al Maabilah, Muscat",1,95 Sq. M.
Villa,"57,000","Saham, Al Batinah",8,600 Sq. M.
Apartment,"48,902","Bosher, Muscat",1,93 Sq. M.
Residential Land,"3,700","Suwaiq, Al Batinah",not available,662 Sq. M.
Villa,"120,000","Al Mawaleh, Muscat",12,720 Sq. M.
Villa,"720,000","The Wave (Almouj), Muscat",5,720 Sq. M.
Residential Land,"24,000","Bidbid, Al Dakhiliya",not available,600 Sq. M.
Apartment,"80,835","Al Maabilah, Muscat",2,132 Sq. M.
Apartment,"46,627","Al Maabilah, Muscat",not available,72 Sq. M.
Apartment,"62,000","Sultan Haitham City, Muscat",1,95 Sq. M.
Apartment,"110,640","Sultan Haitham City, Muscat",3,196 Sq. M.
Apartment,"87,735","Al Khoud, Muscat",2,133 Sq. M.
Apartment,"113,925","Al Khoud, Muscat",3,173 Sq. M.
Apartment,"222,240","Al Khoud, Muscat",4,360 Sq. M.
Apartment,"210,000","Barr Al Jissah, Muscat",3,200 Sq. M.
Apartment,"46,627","Sultan Haitham City, Muscat",not available,75 Sq. M.
Villa,"32,000","Suwaiq, Al Batinah",2,625 Sq. M.
Apartment,"53,000","Al Sifah, Muscat",1,91 Sq. M.
Apartment,"58,000","Al Ghubrah, Muscat",2,100 Sq. M.
Apartment,"50,000","Al Sifah, Muscat",1,61 Sq. M.
Villa,"446,000","The Wave (Almouj), Muscat",4,314 Sq. M.
Apartment,"23,700","Al Amarat, Muscat",3,118 Sq. M.
Apartment,"115,000","The Wave (Almouj), Muscat",1,159 Sq. M.
Apartment,"80,835","Sultan Haitham City, Muscat",2,132 Sq. M.
Residential Land,"38,000","Al Amarat, Muscat",not available,400 Sq. M.
Apartment,"41,000","Al Seeb, Muscat",not available,47 Sq. M.
Villa,"66,000","Barka, Al Batinah",5,360 Sq. M.
Residential Land,"160,000","Ruwi, Muscat",not available,460 Sq. M.
Villa,"202,000","Al Ghubrah, Muscat",6,700 Sq. M.
Villa,"517,000","The Wave (Almouj), Muscat",5,427 Sq. M.
Apartment,"60,000","Qurum, Muscat",2,118 Sq. M.
Apartment,"89,500","Muscat Hills, Muscat",2,118 Sq. M.
Villa,"47,500","Barka, Al Batinah",3,632 Sq. M.
Villa,"58,000","Sumail, Al Dakhiliya",3,237 Sq. M.
Residential Land,"2,650","Ibri, Al Dhahirah",not available,600 Sq. M.
Residential Land,"11,000","Barka, Al Batinah",not available,600 Sq. M.
Villa,"115,000","Ansab, Muscat",7,298 Sq. M.
Residential Land,999,"Sohar, Al Batinah",not available,"1,525 Sq. M."
Villa,"132,300","Al Maabilah, Muscat",3,210 Sq. M.
Residential Land,"16,800","Barka, Al Batinah",not available,"1,200 Sq. M."
Apartment,"170,000","Barr Al Jissah, Muscat",2,199 Sq. M.
Villa,"53,000","Barka, Al Batinah",2,260 Sq. M.
Villa,"460,950","The Wave (Almouj), Muscat",4,314 Sq. M.
Residential Land,"2,200","Saham, Al Batinah",not available,650 Sq. M.
Apartment,"68,000","Qurum, Muscat",2,131 Sq. M.
Apartment,"55,000","Qurum, Muscat",3,94 Sq. M.
Villa,"290,000","Al Mawaleh, Muscat",5,794 Sq. M.
Residential Land,"10,500","Al Masn'a, Al Batinah",not available,650 Sq. M.
Apartment,"156,500","The Wave (Almouj), Muscat",2,119 Sq. M.
Apartment,"51,101","Al Khoud, Muscat",1,57 Sq. M.
Villa,"195,000","The Wave (Almouj), Muscat",3,202 Sq. M.
Residential Land,"220,000","Barka, Al Batinah",not available,600 Sq. M.
Apartment,"85,000","Al Khuwair, Muscat",3,174 Sq. M.
Villa,"170,000","Al Sifah, Muscat",3,145 Sq. M.
Apartment,"134,583","The Wave (Almouj), Muscat",1,83 Sq. M.
Residential Land,"22,000","Barka, Al Batinah",not available,600 Sq. M.
Residential Land,"13,000","Barka, Al Batinah",not available,600 Sq. M.
Apartment,"41,000","Sultan Haitham City, Muscat",not available,53 Sq. M.
Residential Land,"15,000","Qurayyat, Muscat",not available,600 Sq. M.
Apartment,"148,000","The Wave (Almouj), Muscat",1,86 Sq. M.
Residential Land,"2,750","Al Rustaq, Al Batinah",not available,500 Sq. M.
Apartment,"115,000","Al Sifah, Muscat",2,124 Sq. M.
Villa,"79,000","Al Amarat, Muscat",7,305 Sq. M.
Apartment,"125,000","The Wave (Almouj), Muscat",1,82 Sq. M.
Residential Land,"73,000","Al Seeb, Muscat",not available,614 Sq. M.
Apartment,"25,500","Al Khoud, Muscat",1,67 Sq. M.
Apartment,"39,900","Al Khoud, Muscat",2,108 Sq. M.
Villa,"71,000","Salalah, Dhofar",1,77 Sq. M.
Apartment,"128,000","The Wave (Almouj), Muscat",1,83 Sq. M.
Villa,"85,000","Al Maabilah, Muscat",6,319 Sq. M.
Apartment,"97,000","Salalah, Dhofar",1,61 Sq. M.
Apartment,"25,000","Ghala, Muscat",1,55 Sq. M.
Villa,"22,000","Izki, Al Dakhiliya",4,344 Sq. M.
Apartment,"43,500","Muscat - Other, Muscat",1,42 Sq. M.
Residential Land,"43,000","Barka, Al Batinah",not available,"1,341 Sq. M."
Apartment,"65,044","Sohar, Al Batinah",3,135 Sq. M.
Apartment,"95,451","Yiti, Muscat",1,68 Sq. M.
Villa,"135,000","The Wave (Almouj), Muscat",2,150 Sq. M.
Villa,"210,000","Bosher, Muscat",6,500 Sq. M.
Residential Land,"16,000","Suwaiq, Al Batinah",not available,600 Sq. M.
Apartment,"60,000","Al Khoud, Muscat",3,126 Sq. M.
Apartment,"46,650","Al Maabilah, Muscat",not available,71 Sq. M.
Apartment,"98,568","Al Maabilah, Muscat",2,157 Sq. M.
Apartment,"59,296","Al Maabilah, Muscat",1,95 Sq. M.
Apartment,"57,380","Sohar, Al Batinah",3,120 Sq. M.
Apartment,"49,420","Sohar, Al Batinah",2,97 Sq. M.
Apartment,"35,864","Sohar, Al Batinah",1,74 Sq. M.
Villa,"55,000","Barka, Al Batinah",4,275 Sq. M.
Villa,"190,000","Yiti, Muscat",3,125 Sq. M.
Residential Land,200,"Al Rusayl, Muscat",not available,"1,402 Sq. M."
Villa,"155,000","Al Ghubrah, Muscat",5,600 Sq. M.
Apartment,"72,000","Al Khuwair, Muscat",1,151 Sq. M.
Apartment,"30,500","Azaiba, Muscat",1,72 Sq. M.
Apartment,"220,000","The Wave (Almouj), Muscat",2,145 Sq. M.
Apartment,"115,000","Barr Al Jissah, Muscat",2,140 Sq. M.
Apartment,"80,000","The Wave (Almouj), Muscat",1,65 Sq. M.
Apartment,"109,000","Al Sifah, Muscat",2,124 Sq. M.
Apartment,"25,500","Al Maabilah, Muscat",3,101 Sq. M.
Villa,"380,000","The Wave (Almouj), Muscat",5,502 Sq. M.
Apartment,"63,750","Al Khuwair, Muscat",2,140 Sq. M.
Villa,"190,000","Al Hail, Muscat",5,600 Sq. M.
Villa,"67,000","Al Amarat, Muscat",6,321 Sq. M.
Villa,"77,000","Al Seeb, Muscat",4,343 Sq. M.
Apartment,"30,000","Al Maabilah, Muscat",2,101 Sq. M.
Residential Land,"97,000","Al Amarat, Muscat",not available,500 Sq. M.
Apartment,"77,210","Muscat Hills, Muscat",2,132 Sq. M.
Apartment,"63,210","Muscat Hills, Muscat",1,100 Sq. M.
Residential Land,"15,500","Barka, Al Batinah",not available,702 Sq. M.
Villa,"57,000","Al Amarat, Muscat",4,300 Sq. M.
Residential Land,"12,000","Ibra, Al Sharqiya",not available,"1,300 Sq. M."
Apartment,"160,000","The Wave (Almouj), Muscat",2,162 Sq. M.
Villa,"1,200,000","Bosher, Muscat",7,774 Sq. M.
Chalet,"79,000","Mirbat, Dhofar",3,300 Sq. M.
Apartment,"33,250","Al Seeb, Muscat",not available,50 Sq. M.
Residential Land,"24,000","Al Amarat, Muscat",not available,900 Sq. M.
Residential Land,"26,000","Barka, Al Batinah",not available,600 Sq. M.
Villa,"517,000","The Wave (Almouj), Muscat",5,540 Sq. M.
Villa,"111,700","Sultan Haitham City, Muscat",3,147 Sq. M.
Apartment,"20,400","Al Hail, Muscat",not available,48 Sq. M.
Apartment,"33,500","Salalah, Dhofar",1,143 Sq. M.
Residential Land,"115,000","Al Mawaleh, Muscat",not available,600 Sq. M.
Residential Land,"7,500","Izki, Al Dakhiliya",not available,600 Sq. M.
Villa,"66,000","Al Maabilah, Muscat",3,509 Sq. M.
Villa,"200,000","The Wave (Almouj), Muscat",3,192 Sq. M.
Apartment,"46,000","Bosher, Muscat",2,81 Sq. M.
